institution_name,term_year,term_semester,lead_source,stage,event_year,event_month,event_month_name,stage_count
Central Washington University,2025,Fall,Clarity,deposits,2026,2,Feb,2
Central Washington University,2025,Fall,Clarity,deposits,2026,3,Mar,1
Central Washington University,2026,Fall,Clarity,deposits,2023,12,Dec,1
Central Washington University,2026,Fall,Clarity,deposits,2024,1,Jan,1
Central Washington University,2026,Fall,Clarity,deposits,2024,10,Oct,1
Central Washington University,2026,Fall,Clarity,deposits,2024,11,Nov,3
Central Washington University,2026,Fall,Clarity,deposits,2024,12,Dec,1
Central Washington University,2026,Fall,Clarity,deposits,2025,1,Jan,3
Central Washington University,2026,Fall,Clarity,deposits,2025,2,Feb,1
Central Washington University,2026,Fall,Clarity,deposits,2025,3,Mar,1
Central Washington University,2026,Fall,Clarity,deposits,2025,4,Apr,2
Central Washington University,2026,Fall,Clarity,deposits,2025,5,May,1
Central Washington University,2026,Fall,Clarity,deposits,2025,7,Jul,12
Central Washington University,2026,Fall,Clarity,deposits,2025,8,Aug,14
Central Washington University,2026,Fall,Clarity,deposits,2025,9,Sep,53
Central Washington University,2026,Fall,Clarity,deposits,2025,10,Oct,111
Central Washington University,2026,Fall,Clarity,deposits,2025,11,Nov,148
Central Washington University,2026,Fall,Clarity,deposits,2025,12,Dec,153
Central Washington University,2026,Fall,Clarity,deposits,2026,1,Jan,178
Central Washington University,2026,Fall,Clarity,deposits,2026,2,Feb,204
Central Washington University,2026,Fall,Clarity,deposits,2026,3,Mar,134
Central Washington University,2024,Fall,Clarity,inquiries,2018,8,Aug,1
Central Washington University,2024,Fall,Clarity,inquiries,2018,10,Oct,4
Central Washington University,2024,Fall,Clarity,inquiries,2018,11,Nov,2
Central Washington University,2024,Fall,Clarity,inquiries,2018,12,Dec,1
Central Washington University,2024,Fall,Clarity,inquiries,2019,3,Mar,1
Central Washington University,2024,Fall,Clarity,inquiries,2019,5,May,1
Central Washington University,2024,Fall,Clarity,inquiries,2019,6,Jun,1
Central Washington University,2024,Fall,Clarity,inquiries,2019,8,Aug,2
Central Washington University,2024,Fall,Clarity,inquiries,2019,9,Sep,2
Central Washington University,2024,Fall,Clarity,inquiries,2019,10,Oct,6
Central Washington University,2024,Fall,Clarity,inquiries,2019,11,Nov,5
Central Washington University,2024,Fall,Clarity,inquiries,2019,12,Dec,1
Central Washington University,2024,Fall,Clarity,inquiries,2020,2,Feb,1
Central Washington University,2024,Fall,Clarity,inquiries,2020,6,Jun,1
Central Washington University,2024,Fall,Clarity,inquiries,2020,9,Sep,1
Central Washington University,2024,Fall,Clarity,inquiries,2020,10,Oct,2
Central Washington University,2024,Fall,Clarity,inquiries,2020,12,Dec,1
Central Washington University,2024,Fall,Clarity,inquiries,2021,2,Feb,8
Central Washington University,2024,Fall,Clarity,inquiries,2021,5,May,1
Central Washington University,2024,Fall,Clarity,inquiries,2021,7,Jul,1
Central Washington University,2024,Fall,Clarity,inquiries,2021,8,Aug,4
Central Washington University,2024,Fall,Clarity,inquiries,2021,10,Oct,3
Central Washington University,2024,Fall,Clarity,inquiries,2021,11,Nov,14
Central Washington University,2024,Fall,Clarity,inquiries,2022,1,Jan,1
Central Washington University,2024,Fall,Clarity,inquiries,2022,2,Feb,4
Central Washington University,2024,Fall,Clarity,inquiries,2022,3,Mar,3
Central Washington University,2024,Fall,Clarity,inquiries,2022,4,Apr,2
Central Washington University,2024,Fall,Clarity,inquiries,2022,5,May,1
Central Washington University,2024,Fall,Clarity,inquiries,2022,6,Jun,2
Central Washington University,2024,Fall,Clarity,inquiries,2022,7,Jul,8
Central Washington University,2024,Fall,Clarity,inquiries,2022,8,Aug,1
Central Washington University,2024,Fall,Clarity,inquiries,2022,9,Sep,5
Central Washington University,2024,Fall,Clarity,inquiries,2022,10,Oct,10
Central Washington University,2024,Fall,Clarity,inquiries,2022,11,Nov,3
Central Washington University,2024,Fall,Clarity,inquiries,2022,12,Dec,5
Central Washington University,2024,Fall,Clarity,inquiries,2023,1,Jan,6
Central Washington University,2024,Fall,Clarity,inquiries,2023,2,Feb,5
Central Washington University,2024,Fall,Clarity,inquiries,2023,3,Mar,7
Central Washington University,2024,Fall,Clarity,inquiries,2023,4,Apr,8
Central Washington University,2024,Fall,Clarity,inquiries,2023,5,May,7
Central Washington University,2024,Fall,Clarity,inquiries,2023,6,Jun,2
Central Washington University,2024,Fall,Clarity,inquiries,2023,7,Jul,7
Central Washington University,2024,Fall,Clarity,inquiries,2023,8,Aug,6
Central Washington University,2024,Fall,Clarity,inquiries,2023,9,Sep,8
Central Washington University,2024,Fall,Clarity,inquiries,2023,10,Oct,30
Central Washington University,2024,Fall,Clarity,inquiries,2023,11,Nov,29
Central Washington University,2024,Fall,Clarity,inquiries,2023,12,Dec,13
Central Washington University,2024,Fall,Clarity,inquiries,2024,1,Jan,13
Central Washington University,2024,Fall,Clarity,inquiries,2024,2,Feb,12
Central Washington University,2024,Fall,Clarity,inquiries,2024,3,Mar,17
Central Washington University,2024,Fall,Clarity,inquiries,2024,4,Apr,11
Central Washington University,2024,Fall,Clarity,inquiries,2024,5,May,9
Central Washington University,2024,Fall,Clarity,inquiries,2024,6,Jun,5
Central Washington University,2024,Fall,Clarity,inquiries,2024,7,Jul,5
Central Washington University,2024,Fall,Clarity,inquiries,2024,8,Aug,7
Central Washington University,2025,Fall,Clarity,inquiries,2018,8,Aug,4
Central Washington University,2025,Fall,Clarity,inquiries,2018,10,Oct,2
Central Washington University,2025,Fall,Clarity,inquiries,2018,11,Nov,2
Central Washington University,2025,Fall,Clarity,inquiries,2019,1,Jan,2
Central Washington University,2025,Fall,Clarity,inquiries,2019,2,Feb,1
Central Washington University,2025,Fall,Clarity,inquiries,2019,3,Mar,1
Central Washington University,2025,Fall,Clarity,inquiries,2019,4,Apr,2
Central Washington University,2025,Fall,Clarity,inquiries,2019,7,Jul,1
Central Washington University,2025,Fall,Clarity,inquiries,2019,9,Sep,1
Central Washington University,2025,Fall,Clarity,inquiries,2019,11,Nov,3
Central Washington University,2025,Fall,Clarity,inquiries,2020,6,Jun,3
Central Washington University,2025,Fall,Clarity,inquiries,2020,10,Oct,7
Central Washington University,2025,Fall,Clarity,inquiries,2020,12,Dec,1
Central Washington University,2025,Fall,Clarity,inquiries,2021,1,Jan,1
Central Washington University,2025,Fall,Clarity,inquiries,2021,2,Feb,8
Central Washington University,2025,Fall,Clarity,inquiries,2021,3,Mar,1
Central Washington University,2025,Fall,Clarity,inquiries,2021,4,Apr,1
Central Washington University,2025,Fall,Clarity,inquiries,2021,6,Jun,1
Central Washington University,2025,Fall,Clarity,inquiries,2021,7,Jul,1
Central Washington University,2025,Fall,Clarity,inquiries,2021,9,Sep,2
Central Washington University,2025,Fall,Clarity,inquiries,2021,10,Oct,5
Central Washington University,2025,Fall,Clarity,inquiries,2021,11,Nov,12
Central Washington University,2025,Fall,Clarity,inquiries,2021,12,Dec,2
Central Washington University,2025,Fall,Clarity,inquiries,2022,1,Jan,1
Central Washington University,2025,Fall,Clarity,inquiries,2022,2,Feb,5
Central Washington University,2025,Fall,Clarity,inquiries,2022,3,Mar,5
Central Washington University,2025,Fall,Clarity,inquiries,2022,4,Apr,2
Central Washington University,2025,Fall,Clarity,inquiries,2022,5,May,4
Central Washington University,2025,Fall,Clarity,inquiries,2022,6,Jun,2
Central Washington University,2025,Fall,Clarity,inquiries,2022,7,Jul,14
Central Washington University,2025,Fall,Clarity,inquiries,2022,8,Aug,2
Central Washington University,2025,Fall,Clarity,inquiries,2022,9,Sep,3
Central Washington University,2025,Fall,Clarity,inquiries,2022,10,Oct,11
Central Washington University,2025,Fall,Clarity,inquiries,2022,11,Nov,8
Central Washington University,2025,Fall,Clarity,inquiries,2022,12,Dec,21
Central Washington University,2025,Fall,Clarity,inquiries,2023,1,Jan,13
Central Washington University,2025,Fall,Clarity,inquiries,2023,2,Feb,3
Central Washington University,2025,Fall,Clarity,inquiries,2023,3,Mar,4
Central Washington University,2025,Fall,Clarity,inquiries,2023,4,Apr,7
Central Washington University,2025,Fall,Clarity,inquiries,2023,5,May,8
Central Washington University,2025,Fall,Clarity,inquiries,2023,6,Jun,5
Central Washington University,2025,Fall,Clarity,inquiries,2023,7,Jul,6
Central Washington University,2025,Fall,Clarity,inquiries,2023,8,Aug,6
Central Washington University,2025,Fall,Clarity,inquiries,2023,9,Sep,13
Central Washington University,2025,Fall,Clarity,inquiries,2023,10,Oct,43
Central Washington University,2025,Fall,Clarity,inquiries,2023,11,Nov,30
Central Washington University,2025,Fall,Clarity,inquiries,2023,12,Dec,16
Central Washington University,2025,Fall,Clarity,inquiries,2024,1,Jan,23
Central Washington University,2025,Fall,Clarity,inquiries,2024,2,Feb,24
Central Washington University,2025,Fall,Clarity,inquiries,2024,3,Mar,126
Central Washington University,2025,Fall,Clarity,inquiries,2024,4,Apr,37
Central Washington University,2025,Fall,Clarity,inquiries,2024,5,May,38
Central Washington University,2025,Fall,Clarity,inquiries,2024,6,Jun,20
Central Washington University,2025,Fall,Clarity,inquiries,2024,7,Jul,35
Central Washington University,2025,Fall,Clarity,inquiries,2024,8,Aug,39
Central Washington University,2025,Fall,Clarity,inquiries,2024,9,Sep,80
Central Washington University,2025,Fall,Clarity,inquiries,2024,10,Oct,145
Central Washington University,2025,Fall,Clarity,inquiries,2024,11,Nov,53
Central Washington University,2025,Fall,Clarity,inquiries,2024,12,Dec,17
Central Washington University,2025,Fall,Clarity,inquiries,2025,1,Jan,27
Central Washington University,2025,Fall,Clarity,inquiries,2025,2,Feb,7
Central Washington University,2025,Fall,Clarity,inquiries,2025,3,Mar,8
Central Washington University,2025,Fall,Clarity,inquiries,2025,4,Apr,6
Central Washington University,2025,Fall,Clarity,inquiries,2025,5,May,7
Central Washington University,2025,Fall,Clarity,inquiries,2025,6,Jun,5
Central Washington University,2025,Fall,Clarity,inquiries,2025,7,Jul,2
Central Washington University,2025,Fall,Clarity,inquiries,2025,8,Aug,1
Central Washington University,2025,Fall,Clarity,inquiries,2025,9,Sep,2
Central Washington University,2026,Fall,Clarity,inquiries,2019,4,Apr,1
Central Washington University,2026,Fall,Clarity,inquiries,2019,11,Nov,1
Central Washington University,2026,Fall,Clarity,inquiries,2020,5,May,1
Central Washington University,2026,Fall,Clarity,inquiries,2020,10,Oct,1
Central Washington University,2026,Fall,Clarity,inquiries,2021,2,Feb,1
Central Washington University,2026,Fall,Clarity,inquiries,2021,3,Mar,1
Central Washington University,2026,Fall,Clarity,inquiries,2021,6,Jun,1
Central Washington University,2026,Fall,Clarity,inquiries,2021,8,Aug,1
Central Washington University,2026,Fall,Clarity,inquiries,2021,11,Nov,1
Central Washington University,2026,Fall,Clarity,inquiries,2022,2,Feb,1
Central Washington University,2026,Fall,Clarity,inquiries,2022,4,Apr,3
Central Washington University,2026,Fall,Clarity,inquiries,2022,5,May,3
Central Washington University,2026,Fall,Clarity,inquiries,2022,6,Jun,4
Central Washington University,2026,Fall,Clarity,inquiries,2022,7,Jul,11
Central Washington University,2026,Fall,Clarity,inquiries,2022,9,Sep,2
Central Washington University,2026,Fall,Clarity,inquiries,2022,10,Oct,4
Central Washington University,2026,Fall,Clarity,inquiries,2022,11,Nov,1
Central Washington University,2026,Fall,Clarity,inquiries,2022,12,Dec,26
Central Washington University,2026,Fall,Clarity,inquiries,2023,1,Jan,2
Central Washington University,2026,Fall,Clarity,inquiries,2023,3,Mar,1
Central Washington University,2026,Fall,Clarity,inquiries,2023,4,Apr,1
Central Washington University,2026,Fall,Clarity,inquiries,2023,5,May,2
Central Washington University,2026,Fall,Clarity,inquiries,2023,8,Aug,2
Central Washington University,2026,Fall,Clarity,inquiries,2023,9,Sep,12
Central Washington University,2026,Fall,Clarity,inquiries,2023,10,Oct,20
Central Washington University,2026,Fall,Clarity,inquiries,2023,11,Nov,8
Central Washington University,2026,Fall,Clarity,inquiries,2023,12,Dec,5
Central Washington University,2026,Fall,Clarity,inquiries,2024,1,Jan,1
Central Washington University,2026,Fall,Clarity,inquiries,2024,2,Feb,7
Central Washington University,2026,Fall,Clarity,inquiries,2024,3,Mar,37
Central Washington University,2026,Fall,Clarity,inquiries,2024,4,Apr,5
Central Washington University,2026,Fall,Clarity,inquiries,2024,5,May,6
Central Washington University,2026,Fall,Clarity,inquiries,2024,6,Jun,7
Central Washington University,2026,Fall,Clarity,inquiries,2024,7,Jul,5
Central Washington University,2026,Fall,Clarity,inquiries,2024,8,Aug,4
Central Washington University,2026,Fall,Clarity,inquiries,2024,9,Sep,12
Central Washington University,2026,Fall,Clarity,inquiries,2024,10,Oct,106
Central Washington University,2026,Fall,Clarity,inquiries,2024,11,Nov,16
Central Washington University,2026,Fall,Clarity,inquiries,2024,12,Dec,4
Central Washington University,2026,Fall,Clarity,inquiries,2025,1,Jan,35
Central Washington University,2026,Fall,Clarity,inquiries,2025,2,Feb,19
Central Washington University,2026,Fall,Clarity,inquiries,2025,3,Mar,24
Central Washington University,2026,Fall,Clarity,inquiries,2025,4,Apr,35
Central Washington University,2026,Fall,Clarity,inquiries,2025,5,May,53
Central Washington University,2026,Fall,Clarity,inquiries,2025,6,Jun,16
Central Washington University,2026,Fall,Clarity,inquiries,2025,7,Jul,28
Central Washington University,2026,Fall,Clarity,inquiries,2025,8,Aug,48
Central Washington University,2026,Fall,Clarity,inquiries,2025,9,Sep,64
Central Washington University,2026,Fall,Clarity,inquiries,2025,10,Oct,76
Central Washington University,2026,Fall,Clarity,inquiries,2025,11,Nov,33
Central Washington University,2026,Fall,Clarity,inquiries,2025,12,Dec,20
Central Washington University,2026,Fall,Clarity,inquiries,2026,1,Jan,24
Central Washington University,2026,Fall,Clarity,inquiries,2026,2,Feb,4
Central Washington University,2026,Fall,Clarity,inquiries,2026,3,Mar,2
Central Washington University,2024,Fall,Clarity,net_deposits,2023,7,Jul,1
Central Washington University,2024,Fall,Clarity,net_deposits,2023,9,Sep,1
Central Washington University,2024,Fall,Clarity,net_deposits,2023,10,Oct,1
Central Washington University,2024,Fall,Clarity,net_deposits,2024,2,Feb,1
Central Washington University,2024,Fall,Clarity,net_deposits,2024,3,Mar,14
Central Washington University,2024,Fall,Clarity,net_deposits,2024,4,Apr,124
Central Washington University,2024,Fall,Clarity,net_deposits,2024,5,May,130
Central Washington University,2024,Fall,Clarity,net_deposits,2024,6,Jun,64
Central Washington University,2024,Fall,Clarity,net_deposits,2024,7,Jul,36
Central Washington University,2024,Fall,Clarity,net_deposits,2024,8,Aug,16
Central Washington University,2024,Fall,Clarity,net_deposits,2024,9,Sep,5
Central Washington University,2024,Fall,Clarity,net_deposits,2024,10,Oct,0
Central Washington University,2024,Fall,Clarity,net_deposits,2024,11,Nov,1
Central Washington University,2024,Fall,Clarity,net_deposits,2025,2,Feb,1
Central Washington University,2024,Fall,Clarity,net_deposits,2025,4,Apr,1
Central Washington University,2024,Fall,Clarity,net_deposits,2025,5,May,2
Central Washington University,2024,Fall,Clarity,net_deposits,2025,8,Aug,1
Central Washington University,2024,Fall,Clarity,net_deposits,2025,11,Nov,2
Central Washington University,2024,Fall,Clarity,net_deposits,2026,1,Jan,1
Central Washington University,2024,Fall,Clarity,net_deposits,2026,2,Feb,1
Central Washington University,2025,Fall,Clarity,net_deposits,2023,6,Jun,0
Central Washington University,2025,Fall,Clarity,net_deposits,2023,9,Sep,0
Central Washington University,2025,Fall,Clarity,net_deposits,2023,10,Oct,0
Central Washington University,2025,Fall,Clarity,net_deposits,2023,11,Nov,1
Central Washington University,2025,Fall,Clarity,net_deposits,2023,12,Dec,0
Central Washington University,2025,Fall,Clarity,net_deposits,2024,1,Jan,1
Central Washington University,2025,Fall,Clarity,net_deposits,2024,2,Feb,1
Central Washington University,2025,Fall,Clarity,net_deposits,2024,4,Apr,2
Central Washington University,2025,Fall,Clarity,net_deposits,2024,5,May,1
Central Washington University,2025,Fall,Clarity,net_deposits,2024,6,Jun,3
Central Washington University,2025,Fall,Clarity,net_deposits,2024,7,Jul,7
Central Washington University,2025,Fall,Clarity,net_deposits,2024,8,Aug,9
Central Washington University,2025,Fall,Clarity,net_deposits,2024,9,Sep,23
Central Washington University,2025,Fall,Clarity,net_deposits,2024,10,Oct,46
Central Washington University,2025,Fall,Clarity,net_deposits,2024,11,Nov,84
Central Washington University,2025,Fall,Clarity,net_deposits,2024,12,Dec,122
Central Washington University,2025,Fall,Clarity,net_deposits,2025,1,Jan,134
Central Washington University,2025,Fall,Clarity,net_deposits,2025,2,Feb,159
Central Washington University,2025,Fall,Clarity,net_deposits,2025,3,Mar,152
Central Washington University,2025,Fall,Clarity,net_deposits,2025,4,Apr,144
Central Washington University,2025,Fall,Clarity,net_deposits,2025,5,May,65
Central Washington University,2025,Fall,Clarity,net_deposits,2025,6,Jun,32
Central Washington University,2025,Fall,Clarity,net_deposits,2025,7,Jul,37
Central Washington University,2025,Fall,Clarity,net_deposits,2025,8,Aug,35
Central Washington University,2025,Fall,Clarity,net_deposits,2025,9,Sep,16
Central Washington University,2025,Fall,Clarity,net_deposits,2025,10,Oct,1
Central Washington University,2025,Fall,Clarity,net_deposits,2025,11,Nov,2
Central Washington University,2025,Fall,Clarity,net_deposits,2025,12,Dec,2
Central Washington University,2025,Fall,Clarity,net_deposits,2026,1,Jan,2
Central Washington University,2025,Fall,Clarity,net_deposits,2026,2,Feb,2
Central Washington University,2025,Fall,Clarity,net_deposits,2026,3,Mar,1
Central Washington University,2026,Fall,Clarity,net_deposits,2023,12,Dec,0
Central Washington University,2026,Fall,Clarity,net_deposits,2024,1,Jan,0
Central Washington University,2026,Fall,Clarity,net_deposits,2024,10,Oct,0
Central Washington University,2026,Fall,Clarity,net_deposits,2024,11,Nov,2
Central Washington University,2026,Fall,Clarity,net_deposits,2024,12,Dec,1
Central Washington University,2026,Fall,Clarity,net_deposits,2025,1,Jan,2
Central Washington University,2026,Fall,Clarity,net_deposits,2025,2,Feb,1
Central Washington University,2026,Fall,Clarity,net_deposits,2025,3,Mar,1
Central Washington University,2026,Fall,Clarity,net_deposits,2025,4,Apr,1
Central Washington University,2026,Fall,Clarity,net_deposits,2025,5,May,1
Central Washington University,2026,Fall,Clarity,net_deposits,2025,7,Jul,12
Central Washington University,2026,Fall,Clarity,net_deposits,2025,8,Aug,14
Central Washington University,2026,Fall,Clarity,net_deposits,2025,9,Sep,50
Central Washington University,2026,Fall,Clarity,net_deposits,2025,10,Oct,107
Central Washington University,2026,Fall,Clarity,net_deposits,2025,11,Nov,140
Central Washington University,2026,Fall,Clarity,net_deposits,2025,12,Dec,152
Central Washington University,2026,Fall,Clarity,net_deposits,2026,1,Jan,169
Central Washington University,2026,Fall,Clarity,net_deposits,2026,2,Feb,201
Central Washington University,2026,Fall,Clarity,net_deposits,2026,3,Mar,134
Central Washington University,2024,Fall,Integrations,admits,2023,11,Nov,1
Central Washington University,2024,Fall,Integrations,admits,2024,1,Jan,1
Central Washington University,2024,Fall,Integrations,admits,2024,2,Feb,1
Central Washington University,2024,Fall,Integrations,admits,2024,4,Apr,3
Central Washington University,2024,Fall,Integrations,admits,2024,5,May,7
Central Washington University,2024,Fall,Integrations,admits,2024,8,Aug,1
Central Washington University,2024,Fall,Integrations,admits,2024,10,Oct,1
Central Washington University,2024,Fall,Integrations,admits,2024,12,Dec,1
Central Washington University,2024,Fall,Integrations,admits,2025,3,Mar,1
Central Washington University,2025,Fall,Integrations,admits,2024,6,Jun,1
Central Washington University,2025,Fall,Integrations,admits,2024,8,Aug,2
Central Washington University,2025,Fall,Integrations,admits,2024,9,Sep,6
Central Washington University,2025,Fall,Integrations,admits,2024,10,Oct,21
Central Washington University,2025,Fall,Integrations,admits,2024,11,Nov,25
Central Washington University,2025,Fall,Integrations,admits,2024,12,Dec,16
Central Washington University,2025,Fall,Integrations,admits,2025,1,Jan,9
Central Washington University,2025,Fall,Integrations,admits,2025,2,Feb,8
Central Washington University,2025,Fall,Integrations,admits,2025,3,Mar,3
Central Washington University,2025,Fall,Integrations,admits,2025,4,Apr,2
Central Washington University,2025,Fall,Integrations,admits,2025,5,May,1
Central Washington University,2025,Fall,Integrations,admits,2025,10,Oct,2
Central Washington University,2025,Fall,Integrations,admits,2025,11,Nov,1
Central Washington University,2025,Fall,Integrations,admits,2025,12,Dec,1
Central Washington University,2026,Fall,Integrations,admits,2024,5,May,1
Central Washington University,2026,Fall,Integrations,admits,2025,9,Sep,1
Central Washington University,2026,Fall,Integrations,admits,2025,10,Oct,2
Central Washington University,2026,Fall,Integrations,admits,2025,11,Nov,5
Central Washington University,2026,Fall,Integrations,admits,2025,12,Dec,4
Central Washington University,2026,Fall,Integrations,admits,2026,1,Jan,1
Central Washington University,2026,Fall,Integrations,admits,2026,3,Mar,1
Central Washington University,2024,Fall,Integrations,app_starts,2023,11,Nov,2
Central Washington University,2024,Fall,Integrations,app_starts,2024,1,Jan,1
Central Washington University,2024,Fall,Integrations,app_starts,2024,4,Apr,13
Central Washington University,2024,Fall,Integrations,app_starts,2024,5,May,5
Central Washington University,2024,Fall,Integrations,app_starts,2024,6,Jun,1
Central Washington University,2024,Fall,Integrations,app_starts,2024,10,Oct,1
Central Washington University,2024,Fall,Integrations,app_starts,2024,12,Dec,1
Central Washington University,2024,Fall,Integrations,app_starts,2025,2,Feb,1
Central Washington University,2025,Fall,Integrations,app_starts,2024,4,Apr,2
Central Washington University,2025,Fall,Integrations,app_starts,2024,6,Jun,1
Central Washington University,2025,Fall,Integrations,app_starts,2024,7,Jul,1
Central Washington University,2025,Fall,Integrations,app_starts,2024,8,Aug,5
Central Washington University,2025,Fall,Integrations,app_starts,2024,9,Sep,11
Central Washington University,2025,Fall,Integrations,app_starts,2024,10,Oct,26
Central Washington University,2025,Fall,Integrations,app_starts,2024,11,Nov,30
Central Washington University,2025,Fall,Integrations,app_starts,2024,12,Dec,15
Central Washington University,2025,Fall,Integrations,app_starts,2025,1,Jan,8
Central Washington University,2025,Fall,Integrations,app_starts,2025,2,Feb,8
Central Washington University,2025,Fall,Integrations,app_starts,2025,3,Mar,3
Central Washington University,2025,Fall,Integrations,app_starts,2025,4,Apr,1
Central Washington University,2025,Fall,Integrations,app_starts,2025,5,May,2
Central Washington University,2025,Fall,Integrations,app_starts,2025,6,Jun,1
Central Washington University,2025,Fall,Integrations,app_starts,2025,8,Aug,1
Central Washington University,2025,Fall,Integrations,app_starts,2025,9,Sep,1
Central Washington University,2025,Fall,Integrations,app_starts,2025,11,Nov,1
Central Washington University,2025,Fall,Integrations,app_starts,2025,12,Dec,2
Central Washington University,2025,Fall,Integrations,app_starts,2026,1,Jan,1
Central Washington University,2026,Fall,Integrations,app_starts,2024,4,Apr,1
Central Washington University,2026,Fall,Integrations,app_starts,2024,8,Aug,1
Central Washington University,2026,Fall,Integrations,app_starts,2024,10,Oct,1
Central Washington University,2026,Fall,Integrations,app_starts,2024,12,Dec,1
Central Washington University,2026,Fall,Integrations,app_starts,2025,7,Jul,1
Central Washington University,2026,Fall,Integrations,app_starts,2025,8,Aug,1
Central Washington University,2026,Fall,Integrations,app_starts,2025,9,Sep,1
Central Washington University,2026,Fall,Integrations,app_starts,2025,10,Oct,1
Central Washington University,2026,Fall,Integrations,app_starts,2025,11,Nov,5
Central Washington University,2026,Fall,Integrations,app_starts,2025,12,Dec,4
Central Washington University,2026,Fall,Integrations,app_starts,2026,1,Jan,4
Central Washington University,2026,Fall,Integrations,app_starts,2026,2,Feb,2
Central Washington University,2026,Fall,Integrations,app_starts,2026,3,Mar,1
Central Washington University,2024,Fall,Integrations,app_submits,2023,11,Nov,1
Central Washington University,2024,Fall,Integrations,app_submits,2024,1,Jan,1
Central Washington University,2024,Fall,Integrations,app_submits,2024,2,Feb,1
Central Washington University,2024,Fall,Integrations,app_submits,2024,4,Apr,5
Central Washington University,2024,Fall,Integrations,app_submits,2024,5,May,7
Central Washington University,2024,Fall,Integrations,app_submits,2024,6,Jun,1
Central Washington University,2024,Fall,Integrations,app_submits,2024,8,Aug,1
Central Washington University,2024,Fall,Integrations,app_submits,2024,10,Oct,1
Central Washington University,2024,Fall,Integrations,app_submits,2024,12,Dec,1
Central Washington University,2024,Fall,Integrations,app_submits,2025,2,Feb,1
Central Washington University,2025,Fall,Integrations,app_submits,2024,5,May,1
Central Washington University,2025,Fall,Integrations,app_submits,2024,8,Aug,3
Central Washington University,2025,Fall,Integrations,app_submits,2024,9,Sep,6
Central Washington University,2025,Fall,Integrations,app_submits,2024,10,Oct,23
Central Washington University,2025,Fall,Integrations,app_submits,2024,11,Nov,31
Central Washington University,2025,Fall,Integrations,app_submits,2024,12,Dec,16
Central Washington University,2025,Fall,Integrations,app_submits,2025,1,Jan,9
Central Washington University,2025,Fall,Integrations,app_submits,2025,2,Feb,8
Central Washington University,2025,Fall,Integrations,app_submits,2025,3,Mar,3
Central Washington University,2025,Fall,Integrations,app_submits,2025,4,Apr,1
Central Washington University,2025,Fall,Integrations,app_submits,2025,5,May,1
Central Washington University,2025,Fall,Integrations,app_submits,2025,9,Sep,1
Central Washington University,2025,Fall,Integrations,app_submits,2025,10,Oct,1
Central Washington University,2025,Fall,Integrations,app_submits,2025,11,Nov,1
Central Washington University,2025,Fall,Integrations,app_submits,2025,12,Dec,1
Central Washington University,2025,Fall,Integrations,app_submits,2026,1,Jan,1
Central Washington University,2026,Fall,Integrations,app_submits,2024,4,Apr,1
Central Washington University,2026,Fall,Integrations,app_submits,2025,8,Aug,1
Central Washington University,2026,Fall,Integrations,app_submits,2025,9,Sep,1
Central Washington University,2026,Fall,Integrations,app_submits,2025,10,Oct,2
Central Washington University,2026,Fall,Integrations,app_submits,2025,11,Nov,5
Central Washington University,2026,Fall,Integrations,app_submits,2025,12,Dec,4
Central Washington University,2026,Fall,Integrations,app_submits,2026,1,Jan,2
Central Washington University,2026,Fall,Integrations,app_submits,2026,2,Feb,1
Central Washington University,2026,Fall,Integrations,app_submits,2026,3,Mar,2
Central Washington University,2024,Fall,Integrations,deposits,2024,2,Feb,1
Central Washington University,2024,Fall,Integrations,deposits,2024,5,May,8
Central Washington University,2024,Fall,Integrations,deposits,2024,8,Aug,1
Central Washington University,2024,Fall,Integrations,deposits,2024,10,Oct,1
Central Washington University,2025,Fall,Integrations,deposits,2024,6,Jun,1
Central Washington University,2025,Fall,Integrations,deposits,2024,9,Sep,2
Central Washington University,2025,Fall,Integrations,deposits,2024,10,Oct,2
Central Washington University,2025,Fall,Integrations,deposits,2024,11,Nov,2
Central Washington University,2025,Fall,Integrations,deposits,2024,12,Dec,4
Central Washington University,2025,Fall,Integrations,deposits,2025,1,Jan,2
Central Washington University,2025,Fall,Integrations,deposits,2025,2,Feb,3
Central Washington University,2025,Fall,Integrations,deposits,2025,3,Mar,6
Central Washington University,2025,Fall,Integrations,deposits,2025,4,Apr,4
Central Washington University,2025,Fall,Integrations,deposits,2025,5,May,1
Central Washington University,2025,Fall,Integrations,deposits,2025,9,Sep,1
Central Washington University,2025,Fall,Integrations,deposits,2025,10,Oct,1
Central Washington University,2026,Fall,Integrations,deposits,2025,9,Sep,1
Central Washington University,2026,Fall,Integrations,deposits,2026,1,Jan,1
Central Washington University,2024,Fall,Integrations,inquiries,2024,4,Apr,82
Central Washington University,2025,Fall,Integrations,inquiries,2024,4,Apr,858
Central Washington University,2026,Fall,Integrations,inquiries,2024,4,Apr,298
Central Washington University,2024,Fall,Integrations,net_deposits,2024,2,Feb,1
Central Washington University,2024,Fall,Integrations,net_deposits,2024,5,May,8
Central Washington University,2024,Fall,Integrations,net_deposits,2024,8,Aug,0
Central Washington University,2024,Fall,Integrations,net_deposits,2024,10,Oct,1
Central Washington University,2025,Fall,Integrations,net_deposits,2024,6,Jun,0
Central Washington University,2025,Fall,Integrations,net_deposits,2024,9,Sep,2
Central Washington University,2025,Fall,Integrations,net_deposits,2024,10,Oct,2
