institution_name,term_year,term_semester,student_type,is_international,origin_source_first,student_state,program_level,program_name,event_year,event_month,event_month_name,total_prospects,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,2024,Fall,First Year,false,Royall,WA,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,spanish translation and interpretation,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Royall,,,political science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,information technology management bas administrative management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,,,food science and nutrition dietetics,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,SAMARQAND REGION,,business administration bsba finance,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,entrepreneurship,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,WA,,biology biomedical science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,political science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,College Board,WA,,information technology management bas project management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,communication,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,true,Application,Sylhet Division,,electrical engineering technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,On the Spot - OTS,WA,,business administration bsba business,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Studentpaths,WA,,political science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,RFI Forms - All,WA,,primate behavior and ecology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Niche,WA,,sociology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,AZ,,english language and literature,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,OR,,music,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,political science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,RFI Forms - All,OR,,law and justice,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,WA,,education exploring areas,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,RFI Forms - All,CT,,ems paramedicine,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,KS,,business and marketing education,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,ID,,business administration bsba finance,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,CA,,psychology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Halda Form,WA,,psychology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Halda Form,CA,,early childhood education,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Encoura Search,WA,,pre pharmacy,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,,,physical education and school health,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,deaf and sign language,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Niche,WA,,pre physical therapy,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,,,accounting,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,WA,,business administration bsba finance,2024,10,Oct,1,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,ABIA STATE,,electrical engineering technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Encoura Search,WA,,biology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,HARYANA,,business administration bsba business,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,data science statistical data science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,true,Application,Chuy,,political science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,OR,,data science statistical data science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,MA,,child development and family science family science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,OR,,business administration bsba business analytics,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WI,,,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Royall,WA,,communication,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Camps,WA,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,biology biology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,accounting,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,GAP - Seniors,,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,,,,2024,10,Oct,0,0,1,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Clarity,WA,,business administration bsba marketing management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,OR,,business administration bsba finance,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,WA,,risk insurance and safety management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,OR,,,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,japanese,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CO,,film,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,aviation management maintenance management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,OR,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,,,theater design and production,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,ID,,music performance bm percussion wind string,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,IL,,business administration bsba marketing management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,true,Halda Form,WA,,information technology management bas information technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,food science and nutrition foods and nutrition,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,biology molecular and cell biology,2024,10,Oct,0,0,0,0,0,0,0,1
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,education exploring areas,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Halda Form,NJ,,history,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,KVEMO KARTLI,,political science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Studentpaths,WA,,japanese,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MD,,geography giscience,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,ID,,accounting,2024,10,Oct,1,0,1,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,,,physics engineering,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,HI,,interdisciplinary social science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,WA,,musical theater,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,true,Application,WA,,liberal,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Readmit,false,RFI Forms - All,WA,,education exploring areas,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,NV,,biology ecology and evolutionary biology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Cappex,CO,,business administration bsba leadership and management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,information technology management bas information technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,HARYANA,,english language and literature,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,AS,,business administration bsba business,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,pre dentistry,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Camps,WA,,economics economics,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Halda Form,WA,,apparel textiles and merchandising fashion marketing,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,true,College Board,WA,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WY,,food science and nutrition foods and nutrition,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,information technology management administrative management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,true,High School Visit,WA,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,WA,,deaf and sign language,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,My Majors,AZ,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,WA,,mechanical engineering technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,CA,,theater design and production,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,TX,,business administration bsba marketing management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,,,psychology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,UT,,art graphic design,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,child development and family science family science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,RI,,pre law,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,true,Application,Bishkek,,business administration bsba marketing management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,true,Royall,WA,,economics economic and business forecasting,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,WA,,,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,ME,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,actuarial science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,TX,,law and justice,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,College Board,WA,,biology biomedical science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,true,Application,Victoria,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,WA,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,,,information technology management bas cybersecurity,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CO,,sociology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,chemistry,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Other,false,Application,WA,,craft brewing,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,WA,,pre nursing public health,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,On the Spot - OTS,WA,,pre medicine,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,,,data science computational data science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,HI,,aviation management executive pilot specialization,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,WY,,music education bm choral music,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,AK,,biology ecology and evolutionary biology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Cappex,WA,,environmental science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,mechanical engineering technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,pre chiropractic,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,film,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,hospitality tourism and event management tourism management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,accounting,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MA,,business administration bsba marketing management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Cappex,TX,,art studio art,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Halda Form,WA,,business administration bsba marketing management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,true,Application,MA,,information technology management bas information technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MD,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,AR,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MN,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Cappex,WA,,information technology management data driven innovation,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CO,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,entrepreneurship,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MD,,business administration bsba business analytics,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,social services,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,AZ,,sport management sports communication,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MO,,biology biomedical science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,NJ,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,OR,,aviation management aviation management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,AK,,sociology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,public health population health,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,AZ,,english and creative writing,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,elementary education baed,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,WA,,business administration bsba leadership and management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,BUKHARA,,economics economic and business forecasting,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,FinAid,WA,,,2024,10,Oct,0,0,1,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,College Board,WA,,information technology management cybersecurity,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,business and marketing education,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,RFI Forms - All,OK,,sport management recreation management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,AK,,english language and literature,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,AK,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,business administration bsba business analytics,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,GREATER ACCRA,,aviation management aviation management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,RFI Forms - All,VA,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,OH,,exercise science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,WA,,aviation management aviation management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,AK,,communication,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,economics economic and business forecasting,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,Gandaki,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,psychology,2024,10,Oct,0,0,1,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Encoura Search,WA,,information technology management bas project management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,NC,,information technology management bas information technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,personal financial planning,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,law and justice,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MN,,elementary education baed,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,true,Halda Form,Uasin Gishu,,pre pharmacy,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,On the Spot - OTS,WA,,pre nursing public health,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,KHULNA,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,TX,,art graphic design,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,true,GAP - Seniors,WA,,construction management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,,,pre pharmacy,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,RFI Forms - All,WA,,asian,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,IL,,pre medicine,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,WA,,political science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,RFI Forms - All,OR,,education exploring areas,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,true,Application,FL,,biology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Scoir,WA,,exploring majors,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,HI,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,WA,,hospitality tourism and event management event management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,International Fairs,,,economics economics,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,TURKEY,,business administration bsba leadership and management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Halda Form,WA,,aviation management executive pilot specialization,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Cappex,WA,,information technology management administrative management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,VA,,law and justice,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,CA,,business administration bsba business,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,wine global wine,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,WA,,clinical physiology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,AK,,pre nursing public health,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,,,business administration bsba finance,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,early childhood education,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,AK,,pre nursing public health,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Application,CA,,art education,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Halda Form,WA,,environmental science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,RFI Forms - All,AK,,psychology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,College Fair,WA,,elementary education baed,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,Abia state,,public health pre nursing,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Encoura Search,WA,,spanish spanish teaching specialization,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Encoura Search,WA,,sociology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Fair,WA,,pre medicine technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Readmit,false,FinAid,,,information technology management bas cybersecurity,2024,10,Oct,0,0,1,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,,,hospitality tourism and event management event management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Studentpaths,WA,,biology biomedical science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Encoura Search,WA,,pre medicine,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,FL,,english and creative writing,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MD,,pre nursing public health,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,public health pre nursing,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,WA,,mechanical engineering technology,2024,10,Oct,0,1,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,NY,,accounting,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,OR,,art,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,physics biophysics,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,LA,,pre medicine technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Royall,WA,,biology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,CA,,actuarial science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Cappex,TX,,business administration bsba business,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Halda Form,NC,,anthropology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,On the Spot - OTS,WA,,law and justice,2024,10,Oct,1,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Encoura Search,WA,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,GAP - Seniors,WA,,aviation management aviation management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Cappex,WA,,early childhood education,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Other,true,Application,WA,,child development and family science child development,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Niche,WA,,music education bm instrumental music,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,Transfer,false,Halda Form,WA,,psychology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,College Board,WA,,electrical engineering technology,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,IL,,construction management,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Campus Event,CA,,law and justice,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,MI,,aviation pilot,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Application,TIGRAY,,computer science,2024,10,Oct,0,0,0,0,0,0,0,0
Central Washington University,2024,Fall,First Year,false,Cappex,WA,,physics engineering,2024,10,Oct,0,0,0,0,0,0,0,0
