institution_name,institution_state,student_state,student_city,term_year,term_semester,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,WA,NY,Norfolk,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Tech,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,NM,Algodones,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,Volente,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Niskayuna,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,BAHÇESEHIR,Istanbul,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,OR,Seaside,2026,Fall,0,2,1,0,0,0,0
Central Washington University,WA,,Riba-roja de Túria,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Toshbulak,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Dunkwa-On-Offin ,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,MS,Perkinston,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Dallesport,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Dubai,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,HI,Kealakekua,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,MA,New Bedford,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,HI,Volcano,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Chicago Park,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Guangdong,Guangzhou,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MN,New Brighton,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,FARG'ONA VILOYATI,Farg'ona,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,WI,Dunbar,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,Uttarakhand,Udham Singh Nagar,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,AR,Camden,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AK,Whittier,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WA,JOINT BASE LEWIS MCCHORD,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Mc Farland,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,Sao Paulo,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,GA,Rockmart,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,San Paulo,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,WI,Franklin,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,NJ,Pennsauken,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CA,Ben Lomond,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Tehachapi,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,PA,Exton,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AA,Dpo,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Santa Barbara,2024,Fall,0,3,3,2,0,0,0
Central Washington University,WA,CA,Martinez,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MO,Independence,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AK,Napaskiak,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MT,Trout Creek,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,GA,Athens,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,IL,Schaumburg,2026,Fall,0,2,2,2,0,0,0
Central Washington University,WA,CA,Menifee,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MO,Sullivan,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CA,South Gate,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,MD,Ft Washington,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CO,Firestone,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,PA,Elizabethtown,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Sebastopol,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OR,Condon,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IL,Lansing,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,GREATER ACCRA,Accra,2024,Fall,0,3,3,1,0,0,0
Central Washington University,WA,CA,Sacramento,2024,Fall,0,3,1,1,0,0,0
Central Washington University,WA,MN,Cedar,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,AZ,Tempe,2026,Fall,0,2,1,0,0,0,0
Central Washington University,WA,NJ,Fort Lee,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Cholpon-Ata,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,IN,Griffith,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WA,Fedral Way,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Novopavlovka,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Federal way,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Bentonville,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Riyadh,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,SC,Little River,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,WA,Wellpinit,2024,Fall,0,1,1,1,1,0,1
Central Washington University,WA,AL,Foley,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,Toshkent shahri,Toshkent,2024,Fall,0,1,1,1,1,0,1
Central Washington University,WA,MO,Warrensburg,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OH,Solon,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WI,Green Bay,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Nassau,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,BUKHARA,Bukhara,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IL,Lindenhurst,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Newbury Park,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OR,Malin,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,SC,Union,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,LA,Baton Rouge,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,IL,Westchester,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Ben Tre Province,Ben Tre,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Solana Beach,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MA,Taunton,2024,Fall,0,2,2,1,0,0,0
Central Washington University,WA,MD,Bowie,2025,Fall,0,2,2,2,0,0,0
Central Washington University,WA,VA,Roanoke,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,GU,Yona,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MD,North East,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ID,Bellevue,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,FL,Apopka,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,TN,Clarksville,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MO,Dixon,2024,Fall,0,2,0,0,0,0,0
Central Washington University,WA,,Islamabad,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Santa Rita,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,FL,Stuart,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,WI,Viroqua,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,TX,N Richlnd Hls,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CA,Aptos,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NJ,Sparta,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,Grapevine,2026,Fall,0,2,1,1,0,0,0
Central Washington University,WA,CA,Hornbrook,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,DE,Townsend,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OR,North Plains,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NC,Apex,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,IN,Corydon,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Spring Valley,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,NC,Winston Salem,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MT,Elliston,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,KwaZulu-Natal,Durban,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Aubrey,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,VA,Vienna,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OK,Mcloud,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Athens,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,MT,Big Sky,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MA,Florence,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,GA,Griffin,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,VA,Daleville,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MN,Eden Prairie,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AK,Cordova,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NV,Lovelock,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,Roadtown,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,Jonglei State,Bor,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,NY,Fort Drum,2025,Fall,0,2,1,1,0,0,0
Central Washington University,WA,MO,Rothville,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WI,Madison,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,COPPERBELT PROVINCE,Kitwe City,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,Half Moon Bay,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CT,Suffield,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,PUNJAB,Fatehgarh Sahib,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,Oshodi-Isolo,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,FL,Hilliard,2025,Fall,0,2,0,0,0,0,0
Central Washington University,WA,TX,Odessa,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Beverly Hills,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WA,Federal Way ,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,San Rafael,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,WA,Burley,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,KHYBER PAKHTUNKHWA,Peshawar,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,KHULNA,Khulna,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,NJ,Medford,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,GA,Gainesville,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Paradise,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ID,Murtaugh,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,Ulaanbaatar,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,WA,Cosmopolis Washingtion,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MO,Ava,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,Oyo,Ibadan,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,QOM,Qom,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,OH,Gallipolis,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,VA,Meherrin,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Iowa Park,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AK,Willow,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Silvana,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OH,Bowling Green,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MD,Leonardtown,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IN,Avon,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,OK,Edmond,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,"Linstead, Bog walk",2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,AK,Sand Point,2026,Fall,0,2,0,0,0,0,0
Central Washington University,WA,MN,Mayer,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AZ,Bullhead City,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Marina,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,LA,Many,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CT,Wallingford,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Kapowsin,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MA,Burlington,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,Benbrook,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AK,Petersburg,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Long Is City,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,UZBEKISTAN,Tashkent,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,Wasco,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,Burleson,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AL,Falkville,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Cabazon,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Indore,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Karachi,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,"Pui  O , Lantau, Nt",2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Saipan,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Erbil,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CA,Cathedral Cty,2025,Fall,0,1,1,1,1,1,1
Central Washington University,WA,MA,Marlborough,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MI,Howell,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Jamul,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,OH,Marion,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MN,Hopkins,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,LAGOS,Ogudu,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,Gandaki,Pokhara,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,IA,Polk City,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OH,Pickerington,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,UT,Herriman,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Lahore,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,HI,Kea'au,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Pharr,2024,Fall,0,1,1,1,1,0,1
Central Washington University,WA,MA,Westfield,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Romulus,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CA,Patterson,2024,Fall,0,2,1,1,0,0,0
Central Washington University,WA,VA,Stephens City,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TR-33,Mersin,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ON,North York,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,Kabul,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CT,Middletown,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Lauli'i,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CO,Nathrop,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WESTERN,Kigali,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CENTRAL VISAYAS,Cebu City,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,Newhall,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,Gatesville,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,Ashanti,Kumasi ,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CO,Holyoke,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,CA,Arroyo Grande,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OH,Clayton,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MA,Carver,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,MN,Spring Lake Park,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Pune,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Saipan,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,EDO STATE,Benin City,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,CO,Edwards,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TN,Johnson City,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,IL,Naperville,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WI,Suamico,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IL,South Elgin,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NAVOI,Karmana,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CT,New Haven,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,AK,Dutch Harbor,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Rio de Janeiro,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,AR,Osceola,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Oromia,Kake,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,HARYANA,Sonipat,2024,Fall,0,2,2,0,0,0,0
Central Washington University,WA,OH,Orient,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,FL,West Palm Beach,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Kinshasa,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Pretoria ,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Niamey,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Namangan,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,HI,Laie,2024,Fall,0,2,2,2,2,2,2
Central Washington University,WA,,Bishkek,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CA,Temple City,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ISLAMABAD,F10/1,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MI,Howard City,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IL,Inverness,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Casablanca,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CANARY ISLANDS,Tenerife,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CAPITAL CITY,Addis Ababa,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,PA,Harleysville,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WY,Cheyenne,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,WA,covington,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Navi Mumbai,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Mutare,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,GA,Columbus,2025,Fall,0,1,1,1,1,1,1
Central Washington University,WA,IL,Richton Park,2026,Fall,0,1,1,1,1,1,1
Central Washington University,WA,,Tshwane,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,WA,SeaTac,2024,Fall,0,1,1,1,1,0,1
Central Washington University,WA,GU,Mangilao,2024,Fall,0,2,1,1,1,0,1
Central Washington University,WA,CA,Rocklin,2025,Fall,0,2,2,2,0,0,0
Central Washington University,WA,OH,Williamsport,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Manlius,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NE,S Sioux City,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Shavat district,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CO,Bayfield,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Manzini,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,FARG'ONA VILOYATI,Marg'ilon,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,NV,North Las Vegas,2025,Fall,0,3,0,0,0,0,0
Central Washington University,WA,ID,Osburn,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Ookala,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CA,Loma Linda,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Everett,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,CA,Antioch,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NJ,Washington,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,WA,Renton ,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Haryana,Panipat,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MO,Ballwin,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IL,Carbondale,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,VA,Herndon,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Dire Dawa,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,KWAZULU NATAL,Uvongo,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CT,Willington,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ID,Bayview,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CO,Bennett,2026,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,La Palma,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NC,Elon,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,VA,Pound,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,SAMARQAND REGION,Ziadin,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,NC,Havelock,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,OR,Aurora,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Etobicoke,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Saint George's,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,NJ,Princeton,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,,,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,PUNJAB,Lahore,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WI,Menomonee Fls,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,IN,Brownsburg,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,RI,N Kingstown,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,GA,Tucker,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MI,Flushing,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Freetown,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,MI,Madison Hts,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,RIYADH,Riyadh,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MI,Ecorse,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,FL,Mulberry,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Dike,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,FL,Port St Lucie,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Jensen Beach,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Lahore,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,WA,Mcchord Afb,2026,Fall,0,4,4,4,2,2,2
Central Washington University,WA,NY,Watertown,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NJ,Browns Mills,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ID,Viola,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Surulere,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,BISHKEK,Chuy,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,West Bengal,"Sheoraphuli, Hooghly",2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,TX,Richland Hls,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WY,Laramie,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,Punjab,Gurdaspur,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MI,Highland Park,2025,Fall,0,1,1,0,0,0,0
Central Washington University,WA,CA,Lafayette,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ANAMBRA,Onitsha Anambra state,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,,New Delhi,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Ankara,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,TX,Godley,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,AS,Pago Pago,2026,Fall,0,8,5,4,2,2,2
Central Washington University,WA,,Cunupia,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,IL,Schaumburg,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NC,Fuquay Varina,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MO,Springfield,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,Kyle,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NY,Poughkeepsie,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,,Kayseri,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Navoi,2024,Fall,0,0,0,0,0,0,0
Central Washington University,WA,SC,Summerville,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MD,Beltsville,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,ADDIS ABABA,Addis Ababa,2024,Fall,0,11,11,0,0,0,0
Central Washington University,WA,Chuy,Bishkek,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NV,Boulder City,2025,Fall,0,1,1,1,0,0,0
Central Washington University,WA,CO,Niwot,2024,Fall,0,1,1,0,0,0,0
Central Washington University,WA,MO,Springfield,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Converse,2026,Fall,0,1,0,0,0,0,0
Central Washington University,WA,IL,Rockford,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,IN,Beech Grove,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,NC,Carrboro,2025,Fall,0,1,0,0,0,0,0
Central Washington University,WA,,Itaquaquecetuba,2025,Fall,0,0,0,0,0,0,0
Central Washington University,WA,,Sao Paulo,2026,Fall,0,0,0,0,0,0,0
Central Washington University,WA,DE,Bear,2024,Fall,0,1,0,0,0,0,0
Central Washington University,WA,TX,Galveston,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,SHIGA,Kusatsu-Shi,2024,Fall,0,1,1,1,1,1,1
Central Washington University,WA,MI,Kalamazoo,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,MD,Adelphi,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,TX,Lago Vista,2026,Fall,0,1,1,1,0,0,0
Central Washington University,WA,WA,Union,2024,Fall,0,1,1,1,0,0,0
Central Washington University,WA,NC,Wake Forest,2024,Fall,0,1,1,1,0,0,0
