institution_name,institution_state,student_state,student_city,term_year,term_semester,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,WA,WA,Tacoma,2026,Fall,822,347,293,251,67,67,68
Central Washington University,WA,WA,Yakima,2025,Fall,786,392,312,267,141,112,149
Central Washington University,WA,WA,Tacoma,2025,Fall,772,333,281,239,86,64,88
Central Washington University,WA,WA,Pasco,2026,Fall,664,104,76,70,13,11,14
Central Washington University,WA,WA,Yakima,2026,Fall,637,346,275,237,114,111,111
Central Washington University,WA,WA,Seattle,2026,Fall,581,331,314,290,52,50,51
Central Washington University,WA,WA,Seattle,2025,Fall,520,292,257,234,52,43,56
Central Washington University,WA,WA,Pasco,2025,Fall,444,103,73,63,15,14,16
Central Washington University,WA,WA,Olympia,2026,Fall,440,157,141,128,37,37,39
Central Washington University,WA,WA,Vancouver,2026,Fall,432,240,215,194,45,44,46
Central Washington University,WA,WA,Puyallup,2025,Fall,431,262,222,196,80,66,82
Central Washington University,WA,WA,Spokane,2026,Fall,428,153,131,117,27,27,28
Central Washington University,WA,WA,Yakima,2024,Fall,401,387,316,281,135,103,146
Central Washington University,WA,CA,Los Angeles,2026,Fall,373,5,4,4,0,0,0
Central Washington University,WA,WA,Tacoma,2024,Fall,367,358,316,288,78,60,80
Central Washington University,WA,WA,Vancouver,2025,Fall,357,281,243,217,60,44,60
Central Washington University,WA,WA,Spokane,2025,Fall,353,165,134,121,35,24,36
Central Washington University,WA,WA,Kent,2026,Fall,352,177,165,149,39,35,38
Central Washington University,WA,WA,Olympia,2025,Fall,336,164,137,124,31,29,35
Central Washington University,WA,WA,Pasco,2024,Fall,300,127,102,93,25,14,27
Central Washington University,WA,HI,Honolulu,2026,Fall,294,18,14,14,3,3,3
Central Washington University,WA,WA,Puyallup,2026,Fall,291,207,174,156,52,51,54
Central Washington University,WA,WA,Kent,2025,Fall,279,188,172,146,42,30,44
Central Washington University,WA,WA,Kennewick,2026,Fall,277,85,75,68,17,16,19
Central Washington University,WA,WA,Richland,2026,Fall,276,91,82,68,20,20,20
Central Washington University,WA,WA,Seattle,2024,Fall,272,331,315,297,49,34,54
Central Washington University,WA,WA,Bothell,2026,Fall,262,111,97,86,16,16,15
Central Washington University,WA,CA,Los Angeles,2025,Fall,258,1,1,1,0,0,0
Central Washington University,WA,WA,Kennewick,2025,Fall,252,97,73,68,25,20,25
Central Washington University,WA,WA,Maple Valley,2026,Fall,242,96,88,87,15,15,15
Central Washington University,WA,WA,Richland,2025,Fall,241,108,93,85,23,18,24
Central Washington University,WA,WA,Gig Harbor,2026,Fall,232,83,76,74,31,31,31
Central Washington University,WA,WA,Vancouver,2024,Fall,231,256,221,211,46,28,47
Central Washington University,WA,WA,Renton,2026,Fall,224,165,146,128,28,25,29
Central Washington University,WA,WA,Auburn,2025,Fall,223,156,141,130,42,36,44
Central Washington University,WA,WA,Renton,2025,Fall,203,173,154,143,42,32,44
Central Washington University,WA,WA,Auburn,2026,Fall,202,165,143,130,29,28,29
Central Washington University,WA,WA,Ellensburg,2026,Fall,200,117,100,89,45,45,49
Central Washington University,WA,WA,Camas,2026,Fall,195,38,29,29,8,7,8
Central Washington University,WA,WA,Gig Harbor,2025,Fall,193,73,68,62,25,22,25
Central Washington University,WA,WA,Kent,2024,Fall,193,192,171,155,41,30,44
Central Washington University,WA,WA,Ellensburg,2025,Fall,188,140,104,84,68,63,75
Central Washington University,WA,WA,Olympia,2024,Fall,188,164,143,132,51,43,53
Central Washington University,WA,WA,Wenatchee,2026,Fall,187,94,77,72,25,25,25
Central Washington University,WA,WA,Bremerton,2026,Fall,183,96,76,72,18,18,18
Central Washington University,WA,WA,Camas,2025,Fall,176,50,44,44,10,6,11
Central Washington University,WA,WA,Puyallup,2024,Fall,175,218,191,179,66,51,75
Central Washington University,WA,WA,Everett,2026,Fall,175,116,108,96,16,15,16
Central Washington University,WA,WA,Maple Valley,2025,Fall,174,81,77,70,19,14,22
Central Washington University,WA,OR,Portland,2026,Fall,172,45,43,41,6,5,6
Central Washington University,WA,WA,Auburn,2024,Fall,164,190,171,164,39,31,41
Central Washington University,WA,NV,Las Vegas,2026,Fall,162,16,15,12,3,3,3
Central Washington University,WA,WA,Longview,2025,Fall,162,65,48,44,19,17,20
Central Washington University,WA,WA,Bellingham,2026,Fall,160,76,70,65,26,26,25
Central Washington University,WA,WA,Bellevue,2026,Fall,159,90,80,76,11,10,11
Central Washington University,WA,WA,Grandview,2025,Fall,159,90,71,61,13,9,13
Central Washington University,WA,WA,Kennewick,2024,Fall,158,105,87,78,30,26,32
Central Washington University,WA,WA,Selah,2026,Fall,154,61,53,50,18,18,17
Central Washington University,WA,HI,Honolulu,2025,Fall,154,16,12,12,1,1,1
Central Washington University,WA,WA,Everett,2025,Fall,150,112,94,89,28,22,30
Central Washington University,WA,WA,Sunnyside,2026,Fall,148,77,60,53,23,23,23
Central Washington University,WA,WA,Bremerton,2025,Fall,143,75,62,57,19,13,19
Central Washington University,WA,WA,Federal Way,2025,Fall,143,131,114,99,32,26,34
Central Washington University,WA,WA,Bothell,2025,Fall,143,121,112,99,26,23,31
Central Washington University,WA,WA,Federal Way,2026,Fall,141,143,133,116,28,26,28
Central Washington University,WA,WA,Spanaway,2026,Fall,136,99,83,70,20,19,20
Central Washington University,WA,NV,Las Vegas,2025,Fall,136,32,21,20,3,1,3
Central Washington University,WA,WA,Yelm,2026,Fall,135,22,17,16,5,5,5
Central Washington University,WA,WA,Sunnyside,2025,Fall,134,95,83,70,15,12,16
Central Washington University,WA,WA,Lacey,2026,Fall,134,55,47,44,18,18,18
Central Washington University,WA,WA,Lacey,2025,Fall,132,81,63,59,21,15,24
Central Washington University,WA,WA,Chehalis,2026,Fall,132,28,21,16,7,6,7
Central Washington University,WA,WA,Renton,2024,Fall,132,186,171,154,29,22,30
Central Washington University,WA,WA,Sammamish,2025,Fall,132,80,68,64,15,14,18
Central Washington University,WA,WA,Oak Harbor,2026,Fall,128,40,35,34,9,9,9
Central Washington University,WA,WA,Grandview,2026,Fall,128,74,62,57,15,15,16
Central Washington University,WA,WA,Camas,2024,Fall,128,43,40,39,6,4,8
Central Washington University,WA,WA,Gig Harbor,2024,Fall,127,85,77,74,22,18,22
Central Washington University,WA,WA,Port Orchard,2026,Fall,126,71,61,56,24,23,25
Central Washington University,WA,WA,Spokane,2024,Fall,125,132,102,97,18,13,21
Central Washington University,WA,WA,Enumclaw,2026,Fall,125,35,33,29,14,14,14
Central Washington University,WA,WA,Bonney Lake,2026,Fall,124,85,75,69,33,33,33
Central Washington University,WA,WA,Ellensburg,2024,Fall,124,161,128,113,63,57,88
Central Washington University,WA,WA,Wenatchee,2025,Fall,121,99,80,72,36,28,37
Central Washington University,WA,WA,West Richland,2026,Fall,120,32,26,23,6,6,6
Central Washington University,WA,WA,University Pl,2025,Fall,119,15,15,15,5,4,5
Central Washington University,WA,WA,Bellevue,2025,Fall,119,78,74,71,23,21,25
Central Washington University,WA,WA,Bothell,2024,Fall,118,133,126,118,32,29,35
Central Washington University,WA,WA,Selah,2025,Fall,118,82,63,62,30,21,29
Central Washington University,WA,WA,Spanaway,2025,Fall,115,95,79,70,22,17,25
Central Washington University,WA,WA,Snohomish,2026,Fall,110,76,68,62,16,16,16
Central Washington University,WA,WA,Ridgefield,2026,Fall,110,28,27,26,12,12,12
Central Washington University,WA,WA,Federal Way,2024,Fall,107,166,150,140,39,27,41
Central Washington University,WA,WA,Othello,2026,Fall,107,81,73,65,23,22,23
Central Washington University,WA,WA,Othello,2025,Fall,107,71,58,49,10,7,12
Central Washington University,WA,WA,Sedro Woolley,2026,Fall,105,16,10,10,1,1,1
Central Washington University,WA,WA,Sammamish,2026,Fall,105,59,53,50,4,4,5
Central Washington University,WA,WA,Longview,2026,Fall,104,73,59,54,18,18,17
Central Washington University,WA,WA,Redmond,2026,Fall,104,78,70,65,14,14,15
Central Washington University,WA,WA,Lynnwood,2026,Fall,101,77,70,63,8,8,8
Central Washington University,WA,ID,Boise,2026,Fall,100,19,14,13,2,2,2
Central Washington University,WA,WA,Everett,2024,Fall,99,124,98,89,15,12,17
Central Washington University,WA,WA,Lakewood,2026,Fall,99,74,59,51,11,11,10
Central Washington University,WA,WA,Kirkland,2026,Fall,98,61,59,58,10,10,10
Central Washington University,WA,WA,Bremerton,2024,Fall,98,76,71,66,17,13,17
Central Washington University,WA,WA,Yelm,2025,Fall,98,44,36,33,20,16,20
Central Washington University,WA,WA,Maple Valley,2024,Fall,97,89,83,81,17,13,17
Central Washington University,WA,CA,Inglewood,2026,Fall,97,1,1,1,0,0,0
Central Washington University,WA,WA,Wenatchee,2024,Fall,96,108,95,88,23,19,28
Central Washington University,WA,WA,Snohomish,2025,Fall,94,90,78,70,27,24,28
Central Washington University,WA,WA,Poulsbo,2026,Fall,93,27,26,26,6,6,6
Central Washington University,WA,WA,West Richland,2025,Fall,93,20,18,16,4,4,4
Central Washington University,WA,WA,University Pl,2026,Fall,92,6,6,6,2,2,1
Central Washington University,WA,WA,Prosser,2026,Fall,91,17,13,11,5,5,5
Central Washington University,WA,WA,Marysville,2026,Fall,90,68,60,55,11,11,13
Central Washington University,WA,WA,Centralia,2026,Fall,90,23,12,12,2,2,2
Central Washington University,WA,WA,Grandview,2024,Fall,90,84,77,70,9,8,10
Central Washington University,WA,WA,Orting,2026,Fall,89,34,29,27,11,11,11
Central Washington University,WA,WA,Walla Walla,2026,Fall,89,50,46,43,9,9,10
Central Washington University,WA,OR,Portland,2025,Fall,89,46,39,36,3,2,5
Central Washington University,WA,WA,Mount Vernon,2025,Fall,89,45,40,37,10,7,10
Central Washington University,WA,WA,Marysville,2025,Fall,88,34,24,21,7,6,7
Central Washington University,WA,HI,Ewa Beach,2026,Fall,87,4,4,4,0,0,0
Central Washington University,WA,WA,Richland,2024,Fall,87,95,86,83,22,21,24
Central Washington University,WA,WA,Ridgefield,2025,Fall,86,22,16,16,5,4,6
Central Washington University,WA,WA,Oak Harbor,2025,Fall,84,29,22,22,10,9,11
Central Washington University,WA,WA,Tukwila,2026,Fall,84,27,23,21,2,2,2
Central Washington University,WA,WA,Mount Vernon,2026,Fall,84,48,44,43,9,9,9
Central Washington University,WA,WA,Washougal,2026,Fall,84,20,16,15,7,7,7
Central Washington University,WA,WA,Buckley,2026,Fall,84,31,28,24,7,6,7
Central Washington University,WA,WA,Silverdale,2026,Fall,84,24,20,17,6,5,6
Central Washington University,WA,WA,Sunnyside,2024,Fall,83,92,65,63,16,10,18
Central Washington University,WA,WA,Kirkland,2025,Fall,82,76,69,64,12,9,14
Central Washington University,WA,WA,Moses Lake,2026,Fall,81,75,64,56,20,19,20
Central Washington University,WA,WA,Mount Vernon,2024,Fall,81,56,53,50,9,8,9
Central Washington University,WA,WA,Woodinville,2026,Fall,81,33,32,31,7,7,7
Central Washington University,WA,WA,Othello,2024,Fall,81,79,67,61,17,8,18
Central Washington University,WA,WA,Bellingham,2025,Fall,79,43,39,38,10,6,10
Central Washington University,WA,WA,Chehalis,2025,Fall,78,32,24,21,8,6,8
Central Washington University,WA,WA,Graham,2025,Fall,77,59,50,43,22,20,22
Central Washington University,WA,WA,Prosser,2025,Fall,76,24,19,15,5,5,6
Central Washington University,WA,WA,Lakewood,2025,Fall,76,65,57,54,17,14,18
Central Washington University,WA,WA,Port Orchard,2025,Fall,76,62,57,53,22,18,23
Central Washington University,WA,CA,Inglewood,2025,Fall,76,0,0,0,0,0,0
Central Washington University,WA,WA,Tukwila,2025,Fall,75,31,28,24,8,2,9
Central Washington University,WA,WA,Quincy,2026,Fall,73,69,57,48,10,10,10
Central Washington University,WA,WA,Poulsbo,2025,Fall,73,35,30,29,14,12,15
Central Washington University,WA,WA,Snoqualmie,2026,Fall,72,37,32,31,12,12,13
Central Washington University,WA,WA,Lynden,2026,Fall,72,16,13,11,2,2,2
Central Washington University,WA,WA,Bonney Lake,2025,Fall,71,65,61,55,30,27,32
Central Washington University,WA,WA,Orting,2025,Fall,71,29,23,20,10,8,10
Central Washington University,WA,WA,East Wenatchee,2026,Fall,71,60,51,43,14,14,15
Central Washington University,WA,ID,Boise,2025,Fall,70,16,13,12,2,1,2
Central Washington University,WA,WA,Mattawa,2025,Fall,68,42,35,33,12,11,14
Central Washington University,WA,WA,Selah,2024,Fall,68,63,56,53,34,25,36
Central Washington University,WA,WA,Buckley,2025,Fall,68,31,24,24,11,9,12
Central Washington University,WA,WA,Centralia,2025,Fall,64,11,10,9,2,2,2
Central Washington University,WA,WA,Toppenish,2026,Fall,64,62,44,37,9,9,9
Central Washington University,WA,AK,Anchorage,2026,Fall,63,29,24,21,7,7,7
Central Washington University,WA,WA,Spanaway,2024,Fall,62,96,79,71,18,15,19
Central Washington University,WA,WA,Enumclaw,2025,Fall,62,34,31,29,18,16,19
Central Washington University,WA,WA,Toppenish,2025,Fall,62,65,50,40,10,7,10
Central Washington University,WA,WA,Spokane Vly,2025,Fall,62,15,13,12,3,2,4
Central Washington University,WA,WA,Lynnwood,2025,Fall,61,36,34,31,11,8,12
Central Washington University,WA,WA,Arlington,2026,Fall,61,43,40,37,5,5,5
Central Washington University,WA,WA,Zillah,2026,Fall,61,25,19,17,6,6,6
Central Washington University,WA,WA,Wapato,2026,Fall,60,30,18,16,4,4,4
Central Washington University,WA,WA,Graham,2026,Fall,60,56,46,38,13,13,12
Central Washington University,WA,WA,Quincy,2025,Fall,60,51,45,40,12,8,14
Central Washington University,WA,WA,Edmonds,2026,Fall,60,46,45,43,8,8,9
Central Washington University,WA,WA,Colville,2026,Fall,60,10,6,6,3,3,3
Central Washington University,WA,WA,Lacey,2024,Fall,59,78,65,58,23,21,26
Central Washington University,WA,WA,Issaquah,2025,Fall,59,44,38,33,11,9,12
Central Washington University,WA,WA,Port Orchard,2024,Fall,58,68,57,54,16,14,22
Central Washington University,WA,CA,Victorville,2025,Fall,58,3,0,0,0,0,0
Central Washington University,WA,WA,Ferndale,2026,Fall,58,15,14,13,1,1,1
Central Washington University,WA,HI,Kapolei,2026,Fall,57,5,3,3,0,0,0
Central Washington University,WA,TX,Houston,2026,Fall,57,16,14,12,6,6,6
Central Washington University,WA,WA,Sedro Woolley,2025,Fall,57,21,12,10,4,3,5
Central Washington University,WA,WA,Zillah,2025,Fall,56,30,28,25,14,12,14
Central Washington University,WA,WA,Issaquah,2026,Fall,56,46,44,41,12,12,12
Central Washington University,WA,WA,Lake Stevens,2026,Fall,56,62,56,52,18,18,18
Central Washington University,WA,WA,Longview,2024,Fall,55,38,27,26,8,5,8
Central Washington University,WA,WA,Bellevue,2024,Fall,55,114,106,101,24,21,25
Central Washington University,WA,WA,Moses Lake,2025,Fall,55,68,47,42,14,11,17
Central Washington University,WA,HI,Kailua,2026,Fall,55,6,5,4,1,0,1
Central Washington University,WA,WA,Redmond,2025,Fall,54,52,46,43,5,5,5
Central Washington University,WA,WA,Colville,2025,Fall,54,5,5,5,1,1,1
Central Washington University,WA,WA,Port Townsend,2025,Fall,54,4,4,4,3,3,3
Central Washington University,WA,WA,Washougal,2025,Fall,54,17,16,15,10,7,10
Central Washington University,WA,WA,Mattawa,2026,Fall,54,36,31,27,6,6,6
Central Washington University,WA,WA,Wapato,2025,Fall,53,37,25,19,4,4,5
Central Washington University,WA,WA,Covington,2026,Fall,52,16,12,12,4,4,4
Central Washington University,WA,NV,Las Vegas,2024,Fall,52,21,9,9,4,4,4
Central Washington University,WA,CA,Santa Ana,2026,Fall,51,1,1,1,0,0,0
Central Washington University,WA,WA,Ferndale,2025,Fall,51,23,19,19,4,1,7
Central Washington University,WA,WA,Sammamish,2024,Fall,51,93,84,81,17,17,19
Central Washington University,WA,CA,Anaheim,2026,Fall,51,0,0,0,0,0,0
Central Washington University,WA,CA,Yorba Linda,2025,Fall,51,0,0,0,0,0,0
Central Washington University,WA,WA,Tukwila,2024,Fall,51,37,32,31,3,3,4
Central Washington University,WA,WA,Shelton,2026,Fall,51,17,12,9,2,2,2
Central Washington University,WA,WA,Lake Stevens,2025,Fall,50,50,44,41,18,16,21
Central Washington University,WA,CA,Corona,2026,Fall,50,0,0,0,0,0,0
Central Washington University,WA,WA,Covington,2025,Fall,50,30,25,22,9,8,9
Central Washington University,WA,WA,Chelan,2026,Fall,49,12,10,7,1,1,1
Central Washington University,WA,WA,Port Townsend,2026,Fall,49,10,9,9,4,4,4
Central Washington University,WA,WA,Spokane Vly,2026,Fall,49,7,6,6,2,2,2
Central Washington University,WA,WA,Brush Prairie,2026,Fall,49,4,3,3,0,0,0
Central Washington University,WA,HI,Kahului,2026,Fall,49,2,2,2,0,0,0
Central Washington University,WA,HI,Waipahu,2025,Fall,48,6,3,3,1,1,1
Central Washington University,WA,WA,Poulsbo,2024,Fall,48,39,33,32,11,9,14
Central Washington University,WA,WA,Woodinville,2025,Fall,48,25,20,16,2,2,2
Central Washington University,WA,OR,Portland,2024,Fall,48,51,48,44,10,6,10
Central Washington University,WA,HI,Waipahu,2026,Fall,47,5,4,4,0,0,0
Central Washington University,WA,WA,Shoreline,2025,Fall,47,28,24,24,8,5,8
Central Washington University,WA,WA,Shoreline,2026,Fall,47,19,19,17,2,1,2
Central Washington University,WA,WA,West Richland,2024,Fall,47,48,44,43,10,8,10
Central Washington University,WA,CA,Victorville,2026,Fall,47,2,1,0,0,0,0
Central Washington University,WA,CA,Anaheim,2025,Fall,47,3,3,2,1,0,1
Central Washington University,WA,AK,Anchorage,2025,Fall,46,20,16,15,2,2,3
Central Washington University,WA,WA,Silverdale,2025,Fall,46,26,25,25,5,4,6
Central Washington University,WA,WA,Snohomish,2024,Fall,45,79,75,72,29,21,30
Central Washington University,WA,OR,Salem,2026,Fall,45,7,6,6,1,1,1
Central Washington University,WA,WA,Granger,2025,Fall,45,39,37,31,8,7,8
Central Washington University,WA,WA,Yelm,2024,Fall,45,25,20,19,9,6,10
Central Washington University,WA,MT,Missoula,2025,Fall,45,6,6,6,2,0,2
Central Washington University,WA,WA,Manson,2026,Fall,45,18,18,17,3,3,3
Central Washington University,WA,WA,Vashon,2025,Fall,44,9,7,7,2,2,2
Central Washington University,WA,WA,Burien,2026,Fall,44,35,32,31,7,7,7
Central Washington University,WA,WA,Aberdeen,2026,Fall,44,17,14,11,1,1,3
Central Washington University,WA,WA,Moses Lake,2024,Fall,44,74,56,47,13,9,14
Central Washington University,WA,WA,Black Diamond,2026,Fall,44,12,10,9,2,2,2
Central Washington University,WA,WA,E Wenatchee,2024,Fall,44,58,47,44,24,18,25
Central Washington University,WA,OR,Beaverton,2026,Fall,43,10,10,10,5,5,5
Central Washington University,WA,WA,Bainbridge Is,2025,Fall,43,22,22,21,5,5,5
Central Washington University,WA,CA,Placentia,2025,Fall,43,0,0,0,0,0,0
Central Washington University,WA,WA,Kelso,2026,Fall,43,17,13,9,3,2,3
Central Washington University,WA,WA,Dupont,2026,Fall,43,15,14,13,6,6,6
Central Washington University,WA,WA,Lakewood,2024,Fall,43,81,71,63,24,20,24
Central Washington University,WA,WA,White Salmon,2026,Fall,43,8,5,3,2,2,2
Central Washington University,WA,WA,Seatac,2025,Fall,43,37,34,32,5,3,5
Central Washington University,WA,WA,Manson,2025,Fall,43,14,10,10,6,6,7
Central Washington University,WA,WA,Lynnwood,2024,Fall,43,66,57,50,11,10,14
Central Washington University,WA,OR,Eugene,2025,Fall,43,11,8,7,1,0,1
Central Washington University,WA,WA,Bonney Lake,2024,Fall,42,54,51,50,21,17,21
Central Washington University,WA,WA,Edmonds,2025,Fall,42,38,36,35,7,7,8
Central Washington University,WA,WA,Woodland,2025,Fall,42,12,11,11,3,1,4
Central Washington University,WA,WA,Cle Elum,2026,Fall,42,13,11,10,5,5,5
Central Washington University,WA,WA,Cle Elum,2025,Fall,42,25,21,15,8,6,8
Central Washington University,WA,WA,Shelton,2025,Fall,41,18,12,11,5,3,5
Central Washington University,WA,WA,Granger,2026,Fall,41,45,40,35,4,3,4
Central Washington University,WA,NV,Henderson,2026,Fall,41,4,3,3,1,1,1
Central Washington University,WA,WA,Des Moines,2025,Fall,40,32,32,30,10,7,11
Central Washington University,WA,WA,Clarkston,2026,Fall,40,13,10,10,5,5,6
Central Washington University,WA,WA,Issaquah,2024,Fall,40,53,44,40,8,7,8
Central Washington University,WA,MT,Billings,2025,Fall,39,1,1,1,0,0,0
Central Washington University,WA,CA,Hawthorne,2026,Fall,39,0,0,0,0,0,0
Central Washington University,WA,WA,E Wenatchee,2026,Fall,39,16,13,12,3,3,3
Central Washington University,WA,HI,Aiea,2025,Fall,39,3,3,3,1,0,1
Central Washington University,WA,WA,Aberdeen,2025,Fall,39,36,29,24,5,4,5
Central Washington University,WA,WA,E Wenatchee,2025,Fall,39,7,6,6,0,0,0
Central Washington University,WA,WA,Woodland,2026,Fall,38,2,2,2,1,1,1
Central Washington University,WA,WA,Union Gap,2025,Fall,38,13,10,9,4,4,4
Central Washington University,WA,WA,Des Moines,2026,Fall,38,33,29,28,2,2,2
Central Washington University,WA,OR,Hillsboro,2026,Fall,38,5,3,3,2,2,2
Central Washington University,WA,WA,Duvall,2026,Fall,38,26,24,23,6,6,6
Central Washington University,WA,CA,La Verne,2025,Fall,37,0,0,0,0,0,0
Central Washington University,WA,WA,North Bend,2026,Fall,37,27,25,24,7,7,7
Central Washington University,WA,WA,Burien,2025,Fall,37,38,35,33,7,5,8
Central Washington University,WA,MT,Billings,2024,Fall,37,3,0,0,0,0,0
Central Washington University,WA,WA,Redmond,2024,Fall,37,62,61,61,13,10,16
Central Washington University,WA,WA,Washougal,2024,Fall,37,17,16,15,6,6,7
Central Washington University,WA,WA,Cashmere,2025,Fall,37,27,20,16,6,6,6
Central Washington University,WA,WA,Cashmere,2026,Fall,37,20,17,16,2,1,2
Central Washington University,WA,HI,Pearl City,2026,Fall,37,2,1,1,1,1,1
Central Washington University,WA,HI,Mililani,2026,Fall,36,2,2,2,0,0,0
Central Washington University,WA,WA,Kirkland,2024,Fall,36,54,47,46,11,9,11
Central Washington University,WA,WA,Orting,2024,Fall,36,38,35,34,13,9,13
Central Washington University,WA,WA,Lake Stevens,2024,Fall,36,58,48,48,21,16,21
Central Washington University,WA,CA,Yorba Linda,2026,Fall,36,0,0,0,0,0,0
Central Washington University,WA,WA,Toppenish,2024,Fall,36,65,47,42,7,7,7
Central Washington University,WA,CA,Santa Ana,2024,Fall,35,3,2,0,0,0,0
Central Washington University,WA,WA,Bellingham,2024,Fall,35,45,43,42,18,13,19
Central Washington University,WA,WA,Ridgefield,2024,Fall,35,25,21,21,8,4,9
Central Washington University,WA,WA,Fife,2025,Fall,35,25,19,18,6,5,7
Central Washington University,WA,ID,Meridian,2026,Fall,35,5,3,3,1,1,1
Central Washington University,WA,WA,Snoqualmie,2025,Fall,35,39,35,34,10,10,11
Central Washington University,WA,CA,Palmdale,2026,Fall,34,0,0,0,0,0,0
Central Washington University,WA,WA,Chelan,2025,Fall,34,11,11,11,4,3,5
Central Washington University,WA,WA,Seatac,2026,Fall,34,20,19,18,0,0,0
Central Washington University,WA,WA,Ephrata,2024,Fall,34,37,32,30,7,6,8
Central Washington University,WA,CA,Compton,2025,Fall,34,1,1,1,0,0,0
Central Washington University,WA,CA,Placentia,2026,Fall,34,1,1,1,0,0,0
Central Washington University,WA,WA,Arlington,2025,Fall,34,25,22,19,8,4,8
Central Washington University,WA,NV,N Las Vegas,2026,Fall,34,0,0,0,0,0,0
Central Washington University,WA,WA,Walla Walla,2025,Fall,34,24,19,16,3,0,3
Central Washington University,WA,WA,Covington,2024,Fall,33,35,34,30,6,4,6
Central Washington University,WA,HI,Aiea,2026,Fall,33,3,2,2,1,1,1
Central Washington University,WA,WA,Roy,2026,Fall,33,10,7,7,2,2,2
Central Washington University,WA,WA,Brush Prairie,2025,Fall,33,7,6,5,2,1,2
Central Washington University,WA,HI,Waianae,2026,Fall,33,6,4,4,0,0,0
Central Washington University,WA,HI,Kaneohe,2026,Fall,33,4,4,3,0,0,0
Central Washington University,WA,OR,Gresham,2026,Fall,33,18,16,15,0,0,0
Central Washington University,WA,WA,Moxee,2025,Fall,33,22,17,15,10,8,12
Central Washington University,WA,CA,Long Beach,2026,Fall,33,1,1,0,0,0,0
Central Washington University,WA,OR,Ontario,2025,Fall,33,2,0,0,0,0,0
Central Washington University,WA,NV,Henderson,2025,Fall,32,10,8,8,4,1,4
Central Washington University,WA,HI,Honolulu,2024,Fall,32,23,17,15,2,2,2
Central Washington University,WA,WA,Kenmore,2026,Fall,32,18,17,15,3,3,3
Central Washington University,WA,CA,Santa Ana,2025,Fall,32,4,3,3,0,0,0
Central Washington University,WA,WA,Tumwater,2025,Fall,32,28,23,22,7,5,7
Central Washington University,WA,WA,Spokane Vly,2024,Fall,32,32,23,23,8,5,8
Central Washington University,WA,WA,Shoreline,2024,Fall,32,45,42,40,7,6,9
Central Washington University,WA,WA,University Pl,2024,Fall,32,38,33,25,7,5,8
Central Washington University,WA,WA,Marysville,2024,Fall,32,43,30,28,8,5,10
Central Washington University,WA,HI,Ewa Beach,2025,Fall,32,2,2,2,1,1,1
Central Washington University,WA,HI,Hilo,2026,Fall,32,6,4,4,1,1,1
Central Washington University,WA,HI,Kihei,2026,Fall,32,2,2,2,1,1,1
Central Washington University,WA,WA,Ephrata,2025,Fall,32,23,19,13,8,6,8
Central Washington University,WA,WA,Port Townsend,2024,Fall,32,5,5,5,0,0,0
Central Washington University,WA,WA,East Wenatchee,2025,Fall,32,43,29,26,18,17,18
Central Washington University,WA,WA,Winlock,2026,Fall,31,5,4,3,0,0,0
Central Washington University,WA,WA,Blaine,2025,Fall,31,17,15,12,4,4,4
Central Washington University,WA,WA,Kenmore,2025,Fall,31,26,23,23,6,4,6
Central Washington University,WA,CA,La Verne,2026,Fall,31,0,0,0,0,0,0
Central Washington University,WA,WA,Lake Tapps,2025,Fall,31,24,21,21,10,7,12
Central Washington University,WA,WA,Colbert,2025,Fall,31,9,7,7,5,5,5
Central Washington University,WA,HI,Waianae,2025,Fall,31,3,3,3,0,0,0
Central Washington University,WA,WA,Chehalis,2024,Fall,31,21,15,14,8,6,8
Central Washington University,WA,WA,Cashmere,2024,Fall,31,19,14,14,4,4,5
Central Washington University,WA,WA,Medical Lake,2025,Fall,31,7,6,6,1,1,1
Central Washington University,WA,WA,Colbert,2026,Fall,31,6,5,5,2,2,2
Central Washington University,WA,WA,Kingston,2026,Fall,30,8,6,6,1,1,1
Central Washington University,WA,CA,Pasadena,2026,Fall,30,0,0,0,0,0,0
Central Washington University,WA,CA,San Diego,2026,Fall,30,8,8,6,0,0,0
Central Washington University,WA,WA,Mill Creek,2025,Fall,30,20,18,17,4,3,5
Central Washington University,WA,WA,Benton City,2025,Fall,30,20,16,13,1,1,1
Central Washington University,WA,WA,Deer Park,2025,Fall,30,4,1,1,1,1,1
Central Washington University,WA,WA,Royal City,2025,Fall,30,13,9,9,3,2,4
Central Washington University,WA,CA,Long Beach,2025,Fall,30,7,5,5,0,0,0
Central Washington University,WA,WA,Bainbridge Island,2026,Fall,30,6,6,6,2,2,2
Central Washington University,WA,WA,Ephrata,2026,Fall,30,28,20,18,6,6,6
Central Washington University,WA,WA,Mercer Island,2025,Fall,30,11,10,9,2,1,2
Central Washington University,WA,WA,Roy,2025,Fall,30,15,10,10,3,3,3
Central Washington University,WA,WA,Snoqualmie,2024,Fall,30,53,50,48,8,8,9
Central Washington University,WA,WA,Zillah,2024,Fall,30,29,28,26,9,4,10
Central Washington University,WA,WA,Lynden,2025,Fall,30,21,17,15,4,3,4
Central Washington University,WA,WA,Rainier,2025,Fall,29,6,6,5,2,1,2
Central Washington University,WA,CA,Placentia,2024,Fall,29,1,1,1,0,0,0
Central Washington University,WA,WA,Mercer Island,2026,Fall,29,18,16,14,3,3,3
