client_name,group_name,subgroup_name,product_name,campaign_name,conversion_name,interaction_category,day,event_year,event_month,event_month_name,direct_conversions,view_through_conversions,in_platform_leads,total_interactions,cost,budget
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-04,2024,1,Jan,0,0,0,0,,63.63
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-04,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-05,2024,1,Jan,0,0,0,0,,147.2
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-05,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-06,2024,1,Jan,0,0,0,0,,146.95
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-06,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-07,2024,1,Jan,0,0,0,0,,146.65
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-07,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-08,2024,1,Jan,0,0,0,0,,150.22
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-08,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-09,2024,1,Jan,0,0,0,0,,149.59
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-09,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-10,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-10,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-10,2024,1,Jan,0,0,0,0,,31.1
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-10,2024,1,Jan,0,0,0,0,,150.8
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,conversion_app_opens,Other,2024-01-10,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-10,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-11,2024,1,Jan,6,0,0,6,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-11,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-11,2024,1,Jan,0,0,0,0,,150.7
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-11,2024,1,Jan,0,0,0,0,,48.35
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-11,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-12,2024,1,Jan,4,0,0,4,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-12,2024,1,Jan,11,0,0,11,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-12,2024,1,Jan,0,0,0,0,,47.98
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-12,2024,1,Jan,0,0,0,0,,150.74
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-12,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-12,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-12,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Visit - Form Submission,Visit/Event,2024-01-12,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-13,2024,1,Jan,8,0,0,8,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-13,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-13,2024,1,Jan,0,0,0,0,,48.5
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-13,2024,1,Jan,0,0,0,0,,151.32
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-13,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-13,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-13,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-14,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-14,2024,1,Jan,13,0,0,13,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-14,2024,1,Jan,0,0,0,0,,151.14
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-14,2024,1,Jan,0,0,0,0,,48.43
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-14,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-14,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-14,2024,1,Jan,3,0,0,3,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-15,2024,1,Jan,4,0,0,4,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-15,2024,1,Jan,5,0,0,5,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-15,2024,1,Jan,17,0,0,17,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-15,2024,1,Jan,0,0,0,0,,151
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-15,2024,1,Jan,0,0,0,0,,48.57
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-15,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-15,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-15,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-15,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-16,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-16,2024,1,Jan,11,0,0,11,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-16,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-16,2024,1,Jan,0,0,0,0,,52.12
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-16,2024,1,Jan,0,0,0,0,,151.85
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-16,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-16,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-16,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Visit - Form Submission,Visit/Event,2024-01-16,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-17,2024,1,Jan,1.33,0,0,1.33,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-17,2024,1,Jan,9,0,0,9,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-17,2024,1,Jan,0,0,0,0,,150.95
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-17,2024,1,Jan,0,0,0,0,,52.78
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-17,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-17,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-18,2024,1,Jan,10,0,0,10,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-18,2024,1,Jan,2.67,0,0,2.67,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-18,2024,1,Jan,0,0,0,0,,151.26
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-18,2024,1,Jan,0,0,0,0,,52.35
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-18,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-18,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-19,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-19,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-19,2024,1,Jan,7,0,0,7,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-19,2024,1,Jan,0,0,0,0,,52.54
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-19,2024,1,Jan,0,0,0,0,,151.18
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-19,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-19,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-20,2024,1,Jan,9,0,0,9,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-20,2024,1,Jan,0,0,0,0,,151.8
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-20,2024,1,Jan,0,0,0,0,,52.81
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-20,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-20,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-20,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-21,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-21,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-21,2024,1,Jan,6,0,0,6,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-21,2024,1,Jan,0,0,0,0,,151.18
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-21,2024,1,Jan,0,0,0,0,,52.82
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-21,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-21,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-21,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-22,2024,1,Jan,13,0,0,13,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-22,2024,1,Jan,3,0,0,3,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-22,2024,1,Jan,0,0,0,0,,52.8
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-22,2024,1,Jan,0,0,0,0,,150.71
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-22,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-22,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-22,2024,1,Jan,3,0,0,3,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Visit - Form Submission,Visit/Event,2024-01-22,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-23,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-23,2024,1,Jan,4,0,0,4,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-23,2024,1,Jan,9,0,0,9,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-23,2024,1,Jan,0,0,0,0,,150.86
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-23,2024,1,Jan,0,0,0,0,,52.73
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-23,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-23,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-24,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-24,2024,1,Jan,16,0,0,16,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-24,2024,1,Jan,0,0,0,0,,151.32
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-24,2024,1,Jan,0,0,0,0,,52.9
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-24,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-24,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-24,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Visit - Form Submission,Visit/Event,2024-01-24,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-25,2024,1,Jan,10,0,0,10,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-25,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-25,2024,1,Jan,0,0,0,0,,53.15
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-25,2024,1,Jan,0,0,0,0,,151.23
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-25,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-25,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-25,2024,1,Jan,5,0,0,5,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-26,2024,1,Jan,5,0,0,5,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-26,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-26,2024,1,Jan,0,0,0,0,,53.12
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-26,2024,1,Jan,0,0,0,0,,151.04
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-26,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-26,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-26,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-27,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-27,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-27,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-27,2024,1,Jan,0,0,0,0,,151.05
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-27,2024,1,Jan,0,0,0,0,,53.2
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-27,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-27,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-27,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-28,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-28,2024,1,Jan,5,0,0,5,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-28,2024,1,Jan,0,0,0,0,,53.1
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-28,2024,1,Jan,0,0,0,0,,151.45
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-28,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-28,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-28,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-29,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-29,2024,1,Jan,17,0,0,17,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-29,2024,1,Jan,5,0,0,5,,0
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-29,2024,1,Jan,0,0,0,0,,52.61
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-29,2024,1,Jan,0,0,0,0,,151.52
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-29,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-29,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-29,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-29,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-30,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-30,2024,1,Jan,3,0,0,3,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-30,2024,1,Jan,7,0,0,7,,0
Central Washington University,UG,UG,YouTube,Central Washington University - UG - YouTube - Awareness,Unknown,Other,2024-01-30,2024,1,Jan,0,0,0,0,,151.78
Central Washington University,UG,UG,Display,Central Washington University - UG - Display,Unknown,Other,2024-01-30,2024,1,Jan,0,0,0,0,,53.23
Central Washington University,UG,UG,Snapchat Snap Ads,Central Washington University - UG - Snapchat,In-platform social lead gen,RFI/Lead Gen,2024-01-30,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,In-platform social lead gen,RFI/Lead Gen,2024-01-30,2024,1,Jan,0,0,0,0,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-30,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - RFI/Learn More - Form Submission,RFI/Lead Gen,2024-01-30,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Visit - Form Submission,Visit/Event,2024-01-30,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Application Submission - Slate,Apply,2024-01-31,2024,1,Jan,1,0,0,1,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Application Submission - Slate,Apply,2024-01-31,2024,1,Jan,2,0,0,2,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - Secondary Geos,UG - Apply - Button Click,Apply,2024-01-31,2024,1,Jan,3,0,0,3,,0
Central Washington University,UG,UG,PPC,Central Washington University - UG - PPC - WA,UG - Apply - Button Click,Apply,2024-01-31,2024,1,Jan,5,0,0,5,,0
Central Washington University,UG,UG,Meta,Central Washington University - UG - Facebook/Instagram,submit_application_total,Apply,2024-01-31,2024,1,Jan,1,2,0,3,,0
